Turn: R30    | Dial: 50 -> 80 | Zero passes: 0
Turn: L717   | Dial: 78 -> 61 | Zero passes: 5217
Turn: R33    | Dial: 61 -> 94 | Zero passes: 5217
Turn: L594   | Dial: 94 ->  0 | Zero passes: 5223  <== HIT 0!
Turn: R807   | Dial:  0 ->  7 | Zero passes: 5231
Turn: R30    | Dial:  7 -> 37 | Zero passes: 5231
Turn: L38    | Dial: 37 -> 99 | Zero passes: 5232
Turn: L87    | Dial: 99 -> 12 | Zero passes: 5232
Turn: R99    | Dial: 12 -> 11 | Zero passes: 5233
Turn: L11    | Dial: 11 ->  0 | Zero passes: 5234  <== HIT 0!
Turn: L46    | Dial:  0 -> 54 | Zero passes: 5234
Turn: L54    | Dial: 54 ->  0 | Zero passes: 5235  <== HIT 0!
Turn: R355   | Dial:  0 -> 55 | Zero passes: 5238
Turn: R78    | Dial: 55 -> 33 | Zero passes: 5239
Turn: R67    | Dial: 33 ->  0 | Zero passes: 5240  <== HIT 0!
Turn: R25    | Dial:  0 -> 25 | Zero passes: 5240
Turn: L9     | Dial: 25 -> 16 | Zero passes: 5240
Turn: R226   | Dial: 16 -> 42 | Zero passes: 5242
Turn: R74    | Dial: 42 -> 16 | Zero passes: 5243
Turn: L60    | Dial: 16 -> 56 | Zero passes: 5244
Turn: L56    | Dial: 56 ->  0 | Zero passes: 5245  <== HIT 0!
Turn: R44    | Dial:  0 -> 44 | Zero passes: 5245
Turn: L62    | Dial: 44 -> 82 | Zero passes: 5246
Turn: L32    | Dial: 82 -> 50 | Zero passes: 5246
Turn: L56    | Dial: 50 -> 94 | Zero passes: 5247
Turn: R16    | Dial: 94 -> 10 | Zero passes: 5248
Turn: L10    | Dial: 10 ->  0 | Zero passes: 5249  <== HIT 0!
Turn: L64    | Dial:  0 -> 36 | Zero passes: 5249
Turn: L197   | Dial: 36 -> 39 | Zero passes: 5251
Turn: L51    | Dial: 39 -> 88 | Zero passes: 5252
Turn: R2     | Dial: 88 -> 90 | Zero passes: 5252
Turn: L90    | Dial: 90 ->  0 | Zero passes: 5253  <== HIT 0!
Turn: R92    | Dial:  0 -> 92 | Zero passes: 5253
Turn: R18    | Dial: 92 -> 10 | Zero passes: 5254
Turn: L29    | Dial: 10 -> 81 | Zero passes: 5255
Turn: R19    | Dial: 81 ->  0 | Zero passes: 5256  <== HIT 0!
Turn: R62    | Dial:  0 -> 62 | Zero passes: 5256
Turn: R55    | Dial: 62 -> 17 | Zero passes: 5257
Turn: L17    | Dial: 17 ->  0 | Zero passes: 5258  <== HIT 0!
Turn: R735   | Dial:  0 -> 35 | Zero passes: 5265
Turn: R65    | Dial: 35 ->  0 | Zero passes: 5266  <== HIT 0!
Turn: R20    | Dial:  0 -> 20 | Zero passes: 5266
Turn: R60    | Dial: 20 -> 80 | Zero passes: 5266
Turn: R20    | Dial: 80 ->  0 | Zero passes: 5267  <== HIT 0!
Turn: R787   | Dial:  0 -> 87 | Zero passes: 5274
Turn: L87    | Dial: 87 ->  0 | Zero passes: 5275  <== HIT 0!
Turn: L2     | Dial:  0 -> 98 | Zero passes: 5275
Turn: R4     | Dial: 98 ->  2 | Zero passes: 5276
Turn: R53    | Dial:  2 -> 55 | Zero passes: 5276
Turn: L15    | Dial: 55 -> 40 | Zero passes: 5276
Turn: R860   | Dial: 40 ->  0 | Zero passes: 5285  <== HIT 0!
Turn: L9     | Dial:  0 -> 91 | Zero passes: 5285
Turn: L291   | Dial: 91 ->  0 | Zero passes: 5288  <== HIT 0!
Turn: R38    | Dial:  0 -> 38 | Zero passes: 5288
Turn: R446   | Dial: 38 -> 84 | Zero passes: 5292
Turn: R208   | Dial: 84 -> 92 | Zero passes: 5294
Turn: R8     | Dial: 92 ->  0 | Zero passes: 5295  <== HIT 0!
Turn: L20    | Dial:  0 -> 80 | Zero passes: 5295
Turn: R15    | Dial: 80 -> 95 | Zero passes: 5295
Turn: R1     | Dial: 95 -> 96 | Zero passes: 5295
Turn: L896   | Dial: 96 ->  0 | Zero passes: 5304  <== HIT 0!
Turn: R64    | Dial:  0 -> 64 | Zero passes: 5304
Turn: L60    | Dial: 64 ->  4 | Zero passes: 5304
Turn: L93    | Dial:  4 -> 11 | Zero passes: 5305
Turn: R6     | Dial: 11 -> 17 | Zero passes: 5305
Turn: R83    | Dial: 17 ->  0 | Zero passes: 5306  <== HIT 0!
Turn: L87    | Dial:  0 -> 13 | Zero passes: 5306
Turn: L113   | Dial: 13 ->  0 | Zero passes: 5308  <== HIT 0!
Turn: L29    | Dial:  0 -> 71 | Zero passes: 5308
Turn: L71    | Dial: 71 ->  0 | Zero passes: 5309  <== HIT 0!
Turn: R29    | Dial:  0 -> 29 | Zero passes: 5309
Turn: L3     | Dial: 29 -> 26 | Zero passes: 5309
Turn: L54    | Dial: 26 -> 72 | Zero passes: 5310
Turn: R70    | Dial: 72 -> 42 | Zero passes: 5311
Turn: L42    | Dial: 42 ->  0 | Zero passes: 5312  <== HIT 0!
Turn: L39    | Dial:  0 -> 61 | Zero passes: 5312
Turn: L61    | Dial: 61 ->  0 | Zero passes: 5313  <== HIT 0!
Turn: R83    | Dial:  0 -> 83 | Zero passes: 5313
Turn: R5     | Dial: 83 -> 88 | Zero passes: 5313
Turn: R733   | Dial: 88 -> 21 | Zero passes: 5321
Turn: R36    | Dial: 21 -> 57 | Zero passes: 5321
Turn: L81    | Dial: 57 -> 76 | Zero passes: 5322
Turn: R24    | Dial: 76 ->  0 | Zero passes: 5323  <== HIT 0!
Turn: L9     | Dial:  0 -> 91 | Zero passes: 5323
Turn: R650   | Dial: 91 -> 41 | Zero passes: 5330
Turn: R81    | Dial: 41 -> 22 | Zero passes: 5331
Turn: L699   | Dial: 22 -> 23 | Zero passes: 5338
Turn: L70    | Dial: 23 -> 53 | Zero passes: 5339
Turn: L77    | Dial: 53 -> 76 | Zero passes: 5340
Turn: L40    | Dial: 76 -> 36 | Zero passes: 5340
Turn: L36    | Dial: 36 ->  0 | Zero passes: 5341  <== HIT 0!
Turn: L425   | Dial:  0 -> 75 | Zero passes: 5345
Turn: R366   | Dial: 75 -> 41 | Zero passes: 5349
Turn: L88    | Dial: 41 -> 53 | Zero passes: 5350
Turn: L53    | Dial: 53 ->  0 | Zero passes: 5351  <== HIT 0!
Turn: R26    | Dial:  0 -> 26 | Zero passes: 5351
Turn: L26    | Dial: 26 ->  0 | Zero passes: 5352  <== HIT 0!
Turn: R46    | Dial:  0 -> 46 | Zero passes: 5352
Turn: L20    | Dial: 46 -> 26 | Zero passes: 5352
Turn: R72    | Dial: 26 -> 98 | Zero passes: 5352
Turn: R8     | Dial: 98 ->  6 | Zero passes: 5353
Turn: L6     | Dial:  6 ->  0 | Zero passes: 5354  <== HIT 0!
Turn: R98    | Dial:  0 -> 98 | Zero passes: 5354
Turn: L965   | Dial: 98 -> 33 | Zero passes: 5363
Turn: L32    | Dial: 33 ->  1 | Zero passes: 5363
Turn: R721   | Dial:  1 -> 22 | Zero passes: 5370
Turn: L22    | Dial: 22 ->  0 | Zero passes: 5371  <== HIT 0!
Turn: L62    | Dial:  0 -> 38 | Zero passes: 5371
Turn: R89    | Dial: 38 -> 27 | Zero passes: 5372
Turn: L34    | Dial: 27 -> 93 | Zero passes: 5373
Turn: R47    | Dial: 93 -> 40 | Zero passes: 5374
Turn: R60    | Dial: 40 ->  0 | Zero passes: 5375  <== HIT 0!
Turn: R14    | Dial:  0 -> 14 | Zero passes: 5375
Turn: R73    | Dial: 14 -> 87 | Zero passes: 5375
Turn: R50    | Dial: 87 -> 37 | Zero passes: 5376
Turn: R128   | Dial: 37 -> 65 | Zero passes: 5377
Turn: L123   | Dial: 65 -> 42 | Zero passes: 5378
Turn: L22    | Dial: 42 -> 20 | Zero passes: 5378
Turn: R429   | Dial: 20 -> 49 | Zero passes: 5382
Turn: R51    | Dial: 49 ->  0 | Zero passes: 5383  <== HIT 0!
Turn: R81    | Dial:  0 -> 81 | Zero passes: 5383
Turn: L99    | Dial: 81 -> 82 | Zero passes: 5384
Turn: R18    | Dial: 82 ->  0 | Zero passes: 5385  <== HIT 0!
Turn: L47    | Dial:  0 -> 53 | Zero passes: 5385
Turn: L21    | Dial: 53 -> 32 | Zero passes: 5385
Turn: L32    | Dial: 32 ->  0 | Zero passes: 5386  <== HIT 0!
Turn: L2     | Dial:  0 -> 98 | Zero passes: 5386
Turn: R2     | Dial: 98 ->  0 | Zero passes: 5387  <== HIT 0!
Turn: R51    | Dial:  0 -> 51 | Zero passes: 5387
Turn: L25    | Dial: 51 -> 26 | Zero passes: 5387
Turn: L933   | Dial: 26 -> 93 | Zero passes: 5397
Turn: L93    | Dial: 93 ->  0 | Zero passes: 5398  <== HIT 0!
Turn: R58    | Dial:  0 -> 58 | Zero passes: 5398
Turn: L72    | Dial: 58 -> 86 | Zero passes: 5399
Turn: R86    | Dial: 86 -> 72 | Zero passes: 5400
Turn: L29    | Dial: 72 -> 43 | Zero passes: 5400
Turn: R50    | Dial: 43 -> 93 | Zero passes: 5400
Turn: R7     | Dial: 93 ->  0 | Zero passes: 5401  <== HIT 0!
Turn: L3     | Dial:  0 -> 97 | Zero passes: 5401
Turn: R3     | Dial: 97 ->  0 | Zero passes: 5402  <== HIT 0!
Turn: L34    | Dial:  0 -> 66 | Zero passes: 5402
Turn: R779   | Dial: 66 -> 45 | Zero passes: 5410
Turn: R21    | Dial: 45 -> 66 | Zero passes: 5410
Turn: R44    | Dial: 66 -> 10 | Zero passes: 5411
Turn: L329   | Dial: 10 -> 81 | Zero passes: 5415
Turn: R19    | Dial: 81 ->  0 | Zero passes: 5416  <== HIT 0!
Turn: R58    | Dial:  0 -> 58 | Zero passes: 5416
Turn: L61    | Dial: 58 -> 97 | Zero passes: 5417
Turn: R3     | Dial: 97 ->  0 | Zero passes: 5418  <== HIT 0!
Turn: L509   | Dial:  0 -> 91 | Zero passes: 5423
Turn: L51    | Dial: 91 -> 40 | Zero passes: 5423
Turn: L11    | Dial: 40 -> 29 | Zero passes: 5423
Turn: R394   | Dial: 29 -> 23 | Zero passes: 5427
Turn: L936   | Dial: 23 -> 87 | Zero passes: 5437
Turn: L887   | Dial: 87 ->  0 | Zero passes: 5446  <== HIT 0!
Turn: R71    | Dial:  0 -> 71 | Zero passes: 5446
Turn: R81    | Dial: 71 -> 52 | Zero passes: 5447
Turn: L652   | Dial: 52 ->  0 | Zero passes: 5454  <== HIT 0!
Turn: R79    | Dial:  0 -> 79 | Zero passes: 5454
Turn: R216   | Dial: 79 -> 95 | Zero passes: 5456
Turn: L92    | Dial: 95 ->  3 | Zero passes: 5456
Turn: R97    | Dial:  3 ->  0 | Zero passes: 5457  <== HIT 0!
Turn: R66    | Dial:  0 -> 66 | Zero passes: 5457
Turn: L44    | Dial: 66 -> 22 | Zero passes: 5457
Turn: L422   | Dial: 22 ->  0 | Zero passes: 5462  <== HIT 0!
Turn: L55    | Dial:  0 -> 45 | Zero passes: 5462
Turn: L45    | Dial: 45 ->  0 | Zero passes: 5463  <== HIT 0!
Turn: L89    | Dial:  0 -> 11 | Zero passes: 5463
Turn: R97    | Dial: 11 ->  8 | Zero passes: 5464
Turn: L49    | Dial:  8 -> 59 | Zero passes: 5465
Turn: R41    | Dial: 59 ->  0 | Zero passes: 5466  <== HIT 0!
Turn: L535   | Dial:  0 -> 65 | Zero passes: 5471
Turn: R35    | Dial: 65 ->  0 | Zero passes: 5472  <== HIT 0!
Turn: L25    | Dial:  0 -> 75 | Zero passes: 5472
Turn: L75    | Dial: 75 ->  0 | Zero passes: 5473  <== HIT 0!
Turn: R318   | Dial:  0 -> 18 | Zero passes: 5476
Turn: L72    | Dial: 18 -> 46 | Zero passes: 5477
Turn: R54    | Dial: 46 ->  0 | Zero passes: 5478  <== HIT 0!
Turn: R815   | Dial:  0 -> 15 | Zero passes: 5486
Turn: L283   | Dial: 15 -> 32 | Zero passes: 5489
Turn: L21    | Dial: 32 -> 11 | Zero passes: 5489
Turn: R54    | Dial: 11 -> 65 | Zero passes: 5489
Turn: R66    | Dial: 65 -> 31 | Zero passes: 5490
Turn: R759   | Dial: 31 -> 90 | Zero passes: 5497
Turn: R877   | Dial: 90 -> 67 | Zero passes: 5506
Turn: R364   | Dial: 67 -> 31 | Zero passes: 5510
Turn: R52    | Dial: 31 -> 83 | Zero passes: 5510
Turn: R17    | Dial: 83 ->  0 | Zero passes: 5511  <== HIT 0!
Turn: L308   | Dial:  0 -> 92 | Zero passes: 5514
Turn: R8     | Dial: 92 ->  0 | Zero passes: 5515  <== HIT 0!
Turn: L68    | Dial:  0 -> 32 | Zero passes: 5515
Turn: R25    | Dial: 32 -> 57 | Zero passes: 5515
Turn: R28    | Dial: 57 -> 85 | Zero passes: 5515
Turn: R15    | Dial: 85 ->  0 | Zero passes: 5516  <== HIT 0!
Turn: L61    | Dial:  0 -> 39 | Zero passes: 5516
Turn: L3     | Dial: 39 -> 36 | Zero passes: 5516
Turn: L312   | Dial: 36 -> 24 | Zero passes: 5519
Turn: R96    | Dial: 24 -> 20 | Zero passes: 5520
Turn: R69    | Dial: 20 -> 89 | Zero passes: 5520
Turn: L14    | Dial: 89 -> 75 | Zero passes: 5520
Turn: L84    | Dial: 75 -> 91 | Zero passes: 5521
Turn: R838   | Dial: 91 -> 29 | Zero passes: 5530
Turn: L29    | Dial: 29 ->  0 | Zero passes: 5531  <== HIT 0!
Turn: L86    | Dial:  0 -> 14 | Zero passes: 5531
Turn: R919   | Dial: 14 -> 33 | Zero passes: 5540
Turn: R67    | Dial: 33 ->  0 | Zero passes: 5541  <== HIT 0!
Turn: R443   | Dial:  0 -> 43 | Zero passes: 5545
Turn: L681   | Dial: 43 -> 62 | Zero passes: 5552
Turn: L212   | Dial: 62 -> 50 | Zero passes: 5554
Turn: R50    | Dial: 50 ->  0 | Zero passes: 5555  <== HIT 0!
Turn: L97    | Dial:  0 ->  3 | Zero passes: 5555
Turn: L82    | Dial:  3 -> 21 | Zero passes: 5556
Turn: L48    | Dial: 21 -> 73 | Zero passes: 5557
Turn: L73    | Dial: 73 ->  0 | Zero passes: 5558  <== HIT 0!
Turn: R217   | Dial:  0 -> 17 | Zero passes: 5560
Turn: R30    | Dial: 17 -> 47 | Zero passes: 5560
Turn: L785   | Dial: 47 -> 62 | Zero passes: 5568
Turn: R71    | Dial: 62 -> 33 | Zero passes: 5569
Turn: R36    | Dial: 33 -> 69 | Zero passes: 5569
Turn: R66    | Dial: 69 -> 35 | Zero passes: 5570
Turn: L58    | Dial: 35 -> 77 | Zero passes: 5571
Turn: L420   | Dial: 77 -> 57 | Zero passes: 5575
Turn: R543   | Dial: 57 ->  0 | Zero passes: 5581  <== HIT 0!
Turn: L8     | Dial:  0 -> 92 | Zero passes: 5581
Turn: L920   | Dial: 92 -> 72 | Zero passes: 5590
Turn: L72    | Dial: 72 ->  0 | Zero passes: 5591  <== HIT 0!
Turn: R32    | Dial:  0 -> 32 | Zero passes: 5591
Turn: R88    | Dial: 32 -> 20 | Zero passes: 5592
Turn: R80    | Dial: 20 ->  0 | Zero passes: 5593  <== HIT 0!
Turn: L513   | Dial:  0 -> 87 | Zero passes: 5598
Turn: R5     | Dial: 87 -> 92 | Zero passes: 5598
Turn: R97    | Dial: 92 -> 89 | Zero passes: 5599
Turn: L66    | Dial: 89 -> 23 | Zero passes: 5599
Turn: R831   | Dial: 23 -> 54 | Zero passes: 5607
Turn: L99    | Dial: 54 -> 55 | Zero passes: 5608
Turn: L73    | Dial: 55 -> 82 | Zero passes: 5609
Turn: L10    | Dial: 82 -> 72 | Zero passes: 5609
Turn: L18    | Dial: 72 -> 54 | Zero passes: 5609
Turn: L54    | Dial: 54 ->  0 | Zero passes: 5610  <== HIT 0!
Turn: R560   | Dial:  0 -> 60 | Zero passes: 5615
Turn: L160   | Dial: 60 ->  0 | Zero passes: 5617  <== HIT 0!
Turn: L79    | Dial:  0 -> 21 | Zero passes: 5617
Turn: L95    | Dial: 21 -> 26 | Zero passes: 5618
Turn: L56    | Dial: 26 -> 70 | Zero passes: 5619
Turn: L33    | Dial: 70 -> 37 | Zero passes: 5619
Turn: L99    | Dial: 37 -> 38 | Zero passes: 5620
Turn: L38    | Dial: 38 ->  0 | Zero passes: 5621  <== HIT 0!
Turn: R78    | Dial:  0 -> 78 | Zero passes: 5621
Turn: L78    | Dial: 78 ->  0 | Zero passes: 5622  <== HIT 0!
Turn: R983   | Dial:  0 -> 83 | Zero passes: 5631
Turn: R17    | Dial: 83 ->  0 | Zero passes: 5632  <== HIT 0!
Turn: R93    | Dial:  0 -> 93 | Zero passes: 5632
Turn: R86    | Dial: 93 -> 79 | Zero passes: 5633
Turn: L62    | Dial: 79 -> 17 | Zero passes: 5633
Turn: L663   | Dial: 17 -> 54 | Zero passes: 5640
Turn: L896   | Dial: 54 -> 58 | Zero passes: 5649
Turn: L58    | Dial: 58 ->  0 | Zero passes: 5650  <== HIT 0!
Turn: L88    | Dial:  0 -> 12 | Zero passes: 5650
Turn: L4     | Dial: 12 ->  8 | Zero passes: 5650
Turn: R9     | Dial:  8 -> 17 | Zero passes: 5650
Turn: L14    | Dial: 17 ->  3 | Zero passes: 5650
Turn: R97    | Dial:  3 ->  0 | Zero passes: 5651  <== HIT 0!
Turn: R69    | Dial:  0 -> 69 | Zero passes: 5651
Turn: L11    | Dial: 69 -> 58 | Zero passes: 5651
Turn: L58    | Dial: 58 ->  0 | Zero passes: 5652  <== HIT 0!
Turn: L2     | Dial:  0 -> 98 | Zero passes: 5652
Turn: R790   | Dial: 98 -> 88 | Zero passes: 5660
Turn: R12    | Dial: 88 ->  0 | Zero passes: 5661  <== HIT 0!
Turn: R808   | Dial:  0 ->  8 | Zero passes: 5669
Turn: R30    | Dial:  8 -> 38 | Zero passes: 5669
Turn: L28    | Dial: 38 -> 10 | Zero passes: 5669
Turn: R849   | Dial: 10 -> 59 | Zero passes: 5677
Turn: R52    | Dial: 59 -> 11 | Zero passes: 5678
Turn: L244   | Dial: 11 -> 67 | Zero passes: 5681
Turn: R33    | Dial: 67 ->  0 | Zero passes: 5682  <== HIT 0!
Turn: L484   | Dial:  0 -> 16 | Zero passes: 5686
Turn: R3     | Dial: 16 -> 19 | Zero passes: 5686
Turn: R34    | Dial: 19 -> 53 | Zero passes: 5686
Turn: L270   | Dial: 53 -> 83 | Zero passes: 5689
Turn: L83    | Dial: 83 ->  0 | Zero passes: 5690  <== HIT 0!
Turn: R1     | Dial:  0 ->  1 | Zero passes: 5690
Turn: R78    | Dial:  1 -> 79 | Zero passes: 5690
Turn: R321   | Dial: 79 ->  0 | Zero passes: 5694  <== HIT 0!
Turn: R98    | Dial:  0 -> 98 | Zero passes: 5694
Turn: L220   | Dial: 98 -> 78 | Zero passes: 5696
Turn: L43    | Dial: 78 -> 35 | Zero passes: 5696
Turn: L35    | Dial: 35 ->  0 | Zero passes: 5697  <== HIT 0!
Turn: R40    | Dial:  0 -> 40 | Zero passes: 5697
Turn: R47    | Dial: 40 -> 87 | Zero passes: 5697
Turn: L56    | Dial: 87 -> 31 | Zero passes: 5697
Turn: R59    | Dial: 31 -> 90 | Zero passes: 5697
Turn: L56    | Dial: 90 -> 34 | Zero passes: 5697
Turn: L34    | Dial: 34 ->  0 | Zero passes: 5698  <== HIT 0!
Turn: L94    | Dial:  0 ->  6 | Zero passes: 5698
Turn: R72    | Dial:  6 -> 78 | Zero passes: 5698
Turn: R89    | Dial: 78 -> 67 | Zero passes: 5699
Turn: L67    | Dial: 67 ->  0 | Zero passes: 5700  <== HIT 0!
Turn: R1     | Dial:  0 ->  1 | Zero passes: 5700
Turn: L5     | Dial:  1 -> 96 | Zero passes: 5701
Turn: L96    | Dial: 96 ->  0 | Zero passes: 5702  <== HIT 0!
Turn: L4     | Dial:  0 -> 96 | Zero passes: 5702
Turn: L82    | Dial: 96 -> 14 | Zero passes: 5702
Turn: L22    | Dial: 14 -> 92 | Zero passes: 5703
Turn: L244   | Dial: 92 -> 48 | Zero passes: 5705
Turn: R80    | Dial: 48 -> 28 | Zero passes: 5706
Turn: R5     | Dial: 28 -> 33 | Zero passes: 5706
Turn: R67    | Dial: 33 ->  0 | Zero passes: 5707  <== HIT 0!
Turn: R6     | Dial:  0 ->  6 | Zero passes: 5707
Turn: L59    | Dial:  6 -> 47 | Zero passes: 5708
Turn: R53    | Dial: 47 ->  0 | Zero passes: 5709  <== HIT 0!
Turn: L25    | Dial:  0 -> 75 | Zero passes: 5709
Turn: L12    | Dial: 75 -> 63 | Zero passes: 5709
Turn: R55    | Dial: 63 -> 18 | Zero passes: 5710
Turn: L18    | Dial: 18 ->  0 | Zero passes: 5711  <== HIT 0!
Turn: L6     | Dial:  0 -> 94 | Zero passes: 5711
Turn: R36    | Dial: 94 -> 30 | Zero passes: 5712
Turn: L81    | Dial: 30 -> 49 | Zero passes: 5713
Turn: R51    | Dial: 49 ->  0 | Zero passes: 5714  <== HIT 0!
Turn: L422   | Dial:  0 -> 78 | Zero passes: 5718
Turn: R72    | Dial: 78 -> 50 | Zero passes: 5719
Turn: L83    | Dial: 50 -> 67 | Zero passes: 5720
Turn: L967   | Dial: 67 ->  0 | Zero passes: 5730  <== HIT 0!
Turn: L55    | Dial:  0 -> 45 | Zero passes: 5730
Turn: R55    | Dial: 45 ->  0 | Zero passes: 5731  <== HIT 0!
Turn: L24    | Dial:  0 -> 76 | Zero passes: 5731
Turn: L919   | Dial: 76 -> 57 | Zero passes: 5740
Turn: L357   | Dial: 57 ->  0 | Zero passes: 5744  <== HIT 0!
Turn: L295   | Dial:  0 ->  5 | Zero passes: 5746
Turn: L83    | Dial:  5 -> 22 | Zero passes: 5747
Turn: R78    | Dial: 22 ->  0 | Zero passes: 5748  <== HIT 0!
Turn: L39    | Dial:  0 -> 61 | Zero passes: 5748
Turn: L69    | Dial: 61 -> 92 | Zero passes: 5749
Turn: R8     | Dial: 92 ->  0 | Zero passes: 5750  <== HIT 0!
Turn: R385   | Dial:  0 -> 85 | Zero passes: 5753
Turn: R1     | Dial: 85 -> 86 | Zero passes: 5753
Turn: R22    | Dial: 86 ->  8 | Zero passes: 5754
Turn: L1     | Dial:  8 ->  7 | Zero passes: 5754
Turn: R93    | Dial:  7 ->  0 | Zero passes: 5755  <== HIT 0!
Turn: L30    | Dial:  0 -> 70 | Zero passes: 5755
Turn: L70    | Dial: 70 ->  0 | Zero passes: 5756  <== HIT 0!
Turn: L50    | Dial:  0 -> 50 | Zero passes: 5756
Turn: L50    | Dial: 50 ->  0 | Zero passes: 5757  <== HIT 0!
Turn: L22    | Dial:  0 -> 78 | Zero passes: 5757
Turn: R42    | Dial: 78 -> 20 | Zero passes: 5758
Turn: L96    | Dial: 20 -> 24 | Zero passes: 5759
Turn: R68    | Dial: 24 -> 92 | Zero passes: 5759
Turn: L11    | Dial: 92 -> 81 | Zero passes: 5759
Turn: L26    | Dial: 81 -> 55 | Zero passes: 5759
Turn: R84    | Dial: 55 -> 39 | Zero passes: 5760
Turn: R329   | Dial: 39 -> 68 | Zero passes: 5763
Turn: R787   | Dial: 68 -> 55 | Zero passes: 5771
Turn: L55    | Dial: 55 ->  0 | Zero passes: 5772  <== HIT 0!
Turn: R40    | Dial:  0 -> 40 | Zero passes: 5772
Turn: R65    | Dial: 40 ->  5 | Zero passes: 5773
Turn: R92    | Dial:  5 -> 97 | Zero passes: 5773
Turn: L70    | Dial: 97 -> 27 | Zero passes: 5773
Turn: L85    | Dial: 27 -> 42 | Zero passes: 5774
Turn: L89    | Dial: 42 -> 53 | Zero passes: 5775
Turn: L17    | Dial: 53 -> 36 | Zero passes: 5775
Turn: R20    | Dial: 36 -> 56 | Zero passes: 5775
Turn: L47    | Dial: 56 ->  9 | Zero passes: 5775
Turn: L9     | Dial:  9 ->  0 | Zero passes: 5776  <== HIT 0!
Turn: L96    | Dial:  0 ->  4 | Zero passes: 5776
Turn: R96    | Dial:  4 ->  0 | Zero passes: 5777  <== HIT 0!
Turn: R18    | Dial:  0 -> 18 | Zero passes: 5777
Turn: R82    | Dial: 18 ->  0 | Zero passes: 5778  <== HIT 0!
Turn: L3     | Dial:  0 -> 97 | Zero passes: 5778
Turn: R17    | Dial: 97 -> 14 | Zero passes: 5779
Turn: L414   | Dial: 14 ->  0 | Zero passes: 5784  <== HIT 0!
Turn: R73    | Dial:  0 -> 73 | Zero passes: 5784
Turn: R77    | Dial: 73 -> 50 | Zero passes: 5785
Turn: R75    | Dial: 50 -> 25 | Zero passes: 5786
Turn: L89    | Dial: 25 -> 36 | Zero passes: 5787
Turn: R61    | Dial: 36 -> 97 | Zero passes: 5787
Turn: R92    | Dial: 97 -> 89 | Zero passes: 5788
Turn: L58    | Dial: 89 -> 31 | Zero passes: 5788
Turn: L69    | Dial: 31 -> 62 | Zero passes: 5789
Turn: R66    | Dial: 62 -> 28 | Zero passes: 5790
Turn: L8     | Dial: 28 -> 20 | Zero passes: 5790
Turn: L820   | Dial: 20 ->  0 | Zero passes: 5799  <== HIT 0!
Turn: L810   | Dial:  0 -> 90 | Zero passes: 5807
Turn: R24    | Dial: 90 -> 14 | Zero passes: 5808
Turn: R2     | Dial: 14 -> 16 | Zero passes: 5808
Turn: R14    | Dial: 16 -> 30 | Zero passes: 5808
Turn: R35    | Dial: 30 -> 65 | Zero passes: 5808
Turn: R63    | Dial: 65 -> 28 | Zero passes: 5809
Turn: R150   | Dial: 28 -> 78 | Zero passes: 5810
Turn: L61    | Dial: 78 -> 17 | Zero passes: 5810
Turn: L839   | Dial: 17 -> 78 | Zero passes: 5819
Turn: L67    | Dial: 78 -> 11 | Zero passes: 5819
Turn: R35    | Dial: 11 -> 46 | Zero passes: 5819
Turn: L273   | Dial: 46 -> 73 | Zero passes: 5822
Turn: L530   | Dial: 73 -> 43 | Zero passes: 5827
Turn: R57    | Dial: 43 ->  0 | Zero passes: 5828  <== HIT 0!
Turn: R226   | Dial:  0 -> 26 | Zero passes: 5830
Turn: L3     | Dial: 26 -> 23 | Zero passes: 5830
Turn: R233   | Dial: 23 -> 56 | Zero passes: 5832
Turn: R344   | Dial: 56 ->  0 | Zero passes: 5836  <== HIT 0!
Turn: L96    | Dial:  0 ->  4 | Zero passes: 5836
Turn: L204   | Dial:  4 ->  0 | Zero passes: 5839  <== HIT 0!
Turn: L20    | Dial:  0 -> 80 | Zero passes: 5839
Turn: R20    | Dial: 80 ->  0 | Zero passes: 5840  <== HIT 0!
Turn: L78    | Dial:  0 -> 22 | Zero passes: 5840
Turn: L29    | Dial: 22 -> 93 | Zero passes: 5841
Turn: L258   | Dial: 93 -> 35 | Zero passes: 5843
Turn: L766   | Dial: 35 -> 69 | Zero passes: 5851
Turn: L61    | Dial: 69 ->  8 | Zero passes: 5851
Turn: R90    | Dial:  8 -> 98 | Zero passes: 5851
Turn: L98    | Dial: 98 ->  0 | Zero passes: 5852  <== HIT 0!
Turn: R944   | Dial:  0 -> 44 | Zero passes: 5861
Turn: L69    | Dial: 44 -> 75 | Zero passes: 5862
Turn: L25    | Dial: 75 -> 50 | Zero passes: 5862
Turn: L99    | Dial: 50 -> 51 | Zero passes: 5863
Turn: R771   | Dial: 51 -> 22 | Zero passes: 5871
Turn: L258   | Dial: 22 -> 64 | Zero passes: 5874
Turn: R36    | Dial: 64 ->  0 | Zero passes: 5875  <== HIT 0!
Turn: R16    | Dial:  0 -> 16 | Zero passes: 5875
Turn: L77    | Dial: 16 -> 39 | Zero passes: 5876
Turn: R173   | Dial: 39 -> 12 | Zero passes: 5878
Turn: L12    | Dial: 12 ->  0 | Zero passes: 5879  <== HIT 0!
Turn: R47    | Dial:  0 -> 47 | Zero passes: 5879
Turn: L405   | Dial: 47 -> 42 | Zero passes: 5883
Turn: R35    | Dial: 42 -> 77 | Zero passes: 5883
